driver,session_date,event,series_code,class,elo,delta,laps,cumulative_laps,license
charles milesi,2021-06-13 11:00:00,Portimao,wec,LMP2,1613,-4,92,136,Platinum
dennis andersen,2021-06-13 11:00:00,Portimao,wec,LMP2,1221,104,87,194,Bronze
esteban garcia,2021-06-13 11:00:00,Portimao,wec,LMP2,892,-136,73,114,Bronze
ferdinand habsburg,2021-06-13 11:00:00,Portimao,wec,LMP2,1833,134,90,240,Gold
frits van eerd,2021-06-13 11:00:00,Portimao,wec,LMP2,1007,-177,89,196,Bronze
giedo van der garde,2021-06-13 11:00:00,Portimao,wec,LMP2,1920,33,88,193,Platinum
henrik hedman,2021-06-13 11:00:00,Portimao,wec,LMP2,819,-70,76,216,Bronze
jakub smiechowski,2021-06-13 11:00:00,Portimao,wec,LMP2,1390,11,88,124,Silver
jan magnussen,2021-06-13 11:00:00,Portimao,wec,LMP2,1517,136,91,131,Gold
job van uitert,2021-06-13 11:00:00,Portimao,wec,LMP2,1695,8,102,279,Gold
juan pablo montoya,2021-06-13 11:00:00,Portimao,wec,LMP2,1500,14,94,133,Platinum
louis deletraz,2021-06-13 11:00:00,Portimao,wec,LMP2,1571,-140,87,223,Gold
mathias beche,2021-06-13 11:00:00,Portimao,wec,LMP2,1572,0,96,96,Gold
miroslav konopka,2021-06-13 11:00:00,Portimao,wec,LMP2,916,0,94,94,Bronze
norman nato,2021-06-13 11:00:00,Portimao,wec,LMP2,1720,121,121,158,Gold
oliver webb,2021-06-13 11:00:00,Portimao,wec,LMP2,1144,0,84,84,Gold
paul di resta,2021-06-13 11:00:00,Portimao,wec,LMP2,1865,0,119,119,Platinum
philip hanson,2021-06-13 11:00:00,Portimao,wec,LMP2,1766,-28,87,272,Gold
roberto gonzalez,2021-06-13 11:00:00,Portimao,wec,LMP2,1539,22,90,131,Silver
robin frijns,2021-06-13 11:00:00,Portimao,wec,LMP2,1781,29,113,153,Platinum
sean gelael,2021-06-13 11:00:00,Portimao,wec,LMP2,1723,232,93,135,Silver
sophia floersch,2021-06-13 11:00:00,Portimao,wec,LMP2,1318,-63,92,172,Silver
stoffel vandoorne,2021-06-13 11:00:00,Portimao,wec,LMP2,1848,149,93,134,Platinum
tatiana calderon,2021-06-13 11:00:00,Portimao,wec,LMP2,1283,-50,112,150,Silver
thomas jackson,2021-06-13 11:00:00,Portimao,wec,LMP2,929,0,82,82,Silver
tom blomqvist,2021-06-13 11:00:00,Portimao,wec,LMP2,1876,221,110,187,Platinum
wayne boyd,2021-06-13 11:00:00,Portimao,wec,LMP2,1598,-8,89,220,Gold
ben keating,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1317,-81,50,306,Bronze
dwight merriman,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,992,36,52,432,Bronze
gabriel aubry,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1702,22,43,604,Gold
guy smith,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1426,-49,85,198,Gold
james french,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1386,-44,49,127,Silver
james mcguire,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1074,-54,44,131,Bronze
john farano,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1245,-12,53,309,Bronze
kyle tilley,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1373,1,32,558,Silver
mikkel jensen,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1794,-8,60,380,Silver
scott huffaker,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1740,-6,86,398,Silver
steven thomas,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1367,63,50,379,Bronze
thomas merrill,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1674,26,71,280,Bronze
tristan nunez,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1677,101,75,271,Gold
wayne boyd,2021-06-27 10:40:00,Watkins Glen,imsa,LMP2,1493,-105,64,284,Silver
ben keating,2021-07-02 18:10:00,Watkins Glen,imsa,LMP2,1382,65,29,335,Bronze
gabriel aubry,2021-07-02 18:10:00,Watkins Glen,imsa,LMP2,1687,-15,31,635,Gold
john farano,2021-07-02 18:10:00,Watkins Glen,imsa,LMP2,1270,25,27,336,Bronze
mikkel jensen,2021-07-02 18:10:00,Watkins Glen,imsa,LMP2,1767,-26,29,409,Gold
steven thomas,2021-07-02 18:10:00,Watkins Glen,imsa,LMP2,1296,-71,27,406,Bronze
tristan nunez,2021-07-02 18:10:00,Watkins Glen,imsa,LMP2,1751,74,31,302,Gold
alexandre coigny,2021-07-11 11:00:00,Monza,elms,LMP2,931,-32,47,190,Bronze
antonin borga,2021-07-11 11:00:00,Monza,elms,LMP2,1508,-82,43,178,Gold
arnold robin,2021-07-11 11:00:00,Monza,elms,LMP2,1085,-22,41,150,Bronze
benjamin hanley,2021-07-11 11:00:00,Monza,elms,LMP2,1549,38,46,343,Gold
charlie eastwood,2021-07-11 11:00:00,Monza,elms,LMP2,1695,-105,46,177,Gold
diego menchaca,2021-07-11 11:00:00,Monza,elms,LMP2,1484,0,36,205,Silver
dwight merriman,2021-07-11 11:00:00,Monza,elms,LMP2,928,-65,31,463,Bronze
esteban garcia,2021-07-11 11:00:00,Monza,elms,LMP2,845,-47,75,189,Bronze
ferdinand habsburg,2021-07-11 11:00:00,Monza,elms,LMP2,1811,-22,45,285,Gold
francesco dracone,2021-07-11 11:00:00,Monza,elms,LMP2,1044,-63,44,142,Silver
franco colapinto,2021-07-11 11:00:00,Monza,elms,LMP2,1685,-44,49,252,Silver
francois heriau,2021-07-11 11:00:00,Monza,elms,LMP2,1318,38,28,113,Bronze
frits van eerd,2021-07-11 11:00:00,Monza,elms,LMP2,1072,65,70,266,Bronze
giedo van der garde,2021-07-11 11:00:00,Monza,elms,LMP2,1900,-21,53,246,Platinum
henrik hedman,2021-07-11 11:00:00,Monza,elms,LMP2,863,44,37,253,Bronze
james allen,2021-07-11 11:00:00,Monza,elms,LMP2,1630,85,35,111,Gold
jazeman jaafar,2021-07-11 11:00:00,Monza,elms,LMP2,1738,0,46,46,Gold
jean-baptiste lahaye,2021-07-11 11:00:00,Monza,elms,LMP2,1567,54,42,221,Silver
john falb,2021-07-11 11:00:00,Monza,elms,LMP2,1354,44,28,148,Bronze
jonathan aberdein,2021-07-11 11:00:00,Monza,elms,LMP2,1641,-6,34,128,Gold
juan pablo montoya,2021-07-11 11:00:00,Monza,elms,LMP2,1437,-63,39,172,Platinum
julien canal,2021-07-11 11:00:00,Monza,elms,LMP2,1616,158,44,202,Silver
kyle tilley,2021-07-11 11:00:00,Monza,elms,LMP2,1354,-19,46,604,Silver
logan sargeant,2021-07-11 11:00:00,Monza,elms,LMP2,1634,-109,35,79,Platinum
loic duval,2021-07-11 11:00:00,Monza,elms,LMP2,1700,9,48,128,Platinum
louis deletraz,2021-07-11 11:00:00,Monza,elms,LMP2,1657,86,46,269,Gold
markus pommer,2021-07-11 11:00:00,Monza,elms,LMP2,1295,-12,48,206,Silver
matthieu lahaye,2021-07-11 11:00:00,Monza,elms,LMP2,1516,121,54,202,Silver
maxime robin,2021-07-11 11:00:00,Monza,elms,LMP2,1125,-11,53,200,Silver
memo rojas,2021-07-11 11:00:00,Monza,elms,LMP2,1643,36,43,128,Silver
mikkel jensen,2021-07-11 11:00:00,Monza,elms,LMP2,1808,41,47,456,Platinum
nicolas lapierre,2021-07-11 11:00:00,Monza,elms,LMP2,1583,-238,33,331,Platinum
patrick pilet,2021-07-11 11:00:00,Monza,elms,LMP2,1718,75,43,117,Platinum
paul lafargue,2021-07-11 11:00:00,Monza,elms,LMP2,1434,-4,36,206,Silver
paul loup chatin,2021-07-11 11:00:00,Monza,elms,LMP2,1848,43,45,481,Gold
philip hanson,2021-07-11 11:00:00,Monza,elms,LMP2,1821,55,44,316,Gold
rene binder,2021-07-11 11:00:00,Monza,elms,LMP2,1611,18,59,236,Gold
richard bradley,2021-07-11 11:00:00,Monza,elms,LMP2,1444,-106,43,179,Gold
robert kubica,2021-07-11 11:00:00,Monza,elms,LMP2,1826,93,35,142,Platinum
roberto merhi,2021-07-11 11:00:00,Monza,elms,LMP2,1607,-94,46,214,Platinum
roman rusinov,2021-07-11 11:00:00,Monza,elms,LMP2,1734,-69,28,153,Gold
rui andrade,2021-07-11 11:00:00,Monza,elms,LMP2,1507,81,50,278,Silver
ryan dalziel,2021-07-11 11:00:00,Monza,elms,LMP2,1517,-65,45,548,Gold
salih yoluc,2021-07-11 11:00:00,Monza,elms,LMP2,1306,2,43,368,Silver
sean gelael,2021-07-11 11:00:00,Monza,elms,LMP2,1655,-68,79,214,Silver
sergio campana,2021-07-11 11:00:00,Monza,elms,LMP2,1582,-11,30,182,Gold
tom gamble,2021-07-11 11:00:00,Monza,elms,LMP2,1816,28,47,223,Gold
tristan gommendy,2021-07-11 11:00:00,Monza,elms,LMP2,1714,77,22,174,Platinum
vincent capillaire,2021-07-11 11:00:00,Monza,elms,LMP2,1367,-36,28,177,Silver
william stevens,2021-07-11 11:00:00,Monza,elms,LMP2,1705,70,46,196,Platinum
yifei ye,2021-07-11 11:00:00,Monza,elms,LMP2,1937,74,44,217,Gold
alex brundle,2021-07-18 12:00:00,Monza,wec,LMP2,1589,-65,91,290,Gold
anders fjordbach,2021-07-18 12:00:00,Monza,wec,LMP2,1462,-96,93,277,Silver
anthony davidson,2021-07-18 12:00:00,Monza,wec,LMP2,1729,-116,25,194,Platinum
antonio felix da costa,2021-07-18 12:00:00,Monza,wec,LMP2,1847,-182,56,212,Platinum
benjamin hanley,2021-07-18 12:00:00,Monza,wec,LMP2,1715,166,91,434,Gold
charles milesi,2021-07-18 12:00:00,Monza,wec,LMP2,1772,159,53,189,Platinum
dennis andersen,2021-07-18 12:00:00,Monza,wec,LMP2,1220,-2,51,245,Bronze
esteban garcia,2021-07-18 12:00:00,Monza,wec,LMP2,834,-10,42,231,Bronze
fabio scherer,2021-07-18 12:00:00,Monza,wec,LMP2,1719,108,52,93,Gold
felipe nasr,2021-07-18 12:00:00,Monza,wec,LMP2,1623,0,51,51,Platinum
ferdinand habsburg,2021-07-18 12:00:00,Monza,wec,LMP2,1847,36,54,339,Gold
filipe albuquerque,2021-07-18 12:00:00,Monza,wec,LMP2,1861,98,103,182,Platinum
frits van eerd,2021-07-18 12:00:00,Monza,wec,LMP2,1043,-29,43,309,Bronze
henrik hedman,2021-07-18 12:00:00,Monza,wec,LMP2,851,-11,42,295,Bronze
jakub smiechowski,2021-07-18 12:00:00,Monza,wec,LMP2,1394,4,51,175,Silver
jan magnussen,2021-07-18 12:00:00,Monza,wec,LMP2,1535,19,53,184,Gold
juan pablo montoya,2021-07-18 12:00:00,Monza,wec,LMP2,1556,119,66,238,Platinum
loic duval,2021-07-18 12:00:00,Monza,wec,LMP2,1680,-20,65,193,Platinum
matej konopka,2021-07-18 12:00:00,Monza,wec,LMP2,1109,0,50,50,Silver
miroslav konopka,2021-07-18 12:00:00,Monza,wec,LMP2,846,-71,74,168,Bronze
nick de vries,2021-07-18 12:00:00,Monza,wec,LMP2,1942,-8,106,319,Platinum
norman nato,2021-07-18 12:00:00,Monza,wec,LMP2,1679,-41,91,249,Gold
oliver jarvis,2021-07-18 12:00:00,Monza,wec,LMP2,1554,0,68,68,Platinum
oliver webb,2021-07-18 12:00:00,Monza,wec,LMP2,1248,104,67,151,Gold
paul loup chatin,2021-07-18 12:00:00,Monza,wec,LMP2,1864,16,51,532,Gold
philip hanson,2021-07-18 12:00:00,Monza,wec,LMP2,1908,87,45,361,Gold
renger van der zande,2021-07-18 12:00:00,Monza,wec,LMP2,1600,87,57,99,Platinum
roberto gonzalez,2021-07-18 12:00:00,Monza,wec,LMP2,1452,-87,43,174,Silver
robin frijns,2021-07-18 12:00:00,Monza,wec,LMP2,1815,35,93,246,Platinum
ryan cullen,2021-07-18 12:00:00,Monza,wec,LMP2,1294,0,77,77,Silver
sean gelael,2021-07-18 12:00:00,Monza,wec,LMP2,1578,-77,55,269,Silver
sophia floersch,2021-07-18 12:00:00,Monza,wec,LMP2,1395,77,105,277,Silver
stoffel vandoorne,2021-07-18 12:00:00,Monza,wec,LMP2,1715,-133,92,226,Platinum
tatiana calderon,2021-07-18 12:00:00,Monza,wec,LMP2,1332,50,93,243,Silver
tom blomqvist,2021-07-18 12:00:00,Monza,wec,LMP2,1828,-47,52,239,Platinum
ben keating,2021-08-08 13:40:00,Road America,imsa,LMP2,1391,9,22,357,Bronze
dwight merriman,2021-08-08 13:40:00,Road America,imsa,LMP2,954,26,22,485,Bronze
gabriel aubry,2021-08-08 13:40:00,Road America,imsa,LMP2,1696,8,55,690,Gold
john farano,2021-08-08 13:40:00,Road America,imsa,LMP2,1206,-65,20,356,Bronze
mikkel jensen,2021-08-08 13:40:00,Road America,imsa,LMP2,1770,-38,53,509,Silver
ryan dalziel,2021-08-08 13:40:00,Road America,imsa,LMP2,1568,51,53,601,Gold
steven thomas,2021-08-08 13:40:00,Road America,imsa,LMP2,1315,19,20,426,Bronze
tristan nunez,2021-08-08 13:40:00,Road America,imsa,LMP2,1676,-75,54,356,Gold
alex brundle,2021-08-21 16:00:00,Le Mans,wec,LMP2,1660,71,146,436,Gold
alexander lynn,2021-08-21 16:00:00,Le Mans,wec,LMP2,1681,0,124,124,Platinum
anders fjordbach,2021-08-21 16:00:00,Le Mans,wec,LMP2,1467,4,103,380,Silver
anthony davidson,2021-08-21 16:00:00,Le Mans,wec,LMP2,1735,6,100,294,Platinum
antonio felix da costa,2021-08-21 16:00:00,Le Mans,wec,LMP2,1851,5,158,370,Platinum
arnold robin,2021-08-21 16:00:00,Le Mans,wec,LMP2,1278,192,133,283,Bronze
beitske visser,2021-08-21 16:00:00,Le Mans,wec,LMP2,1237,52,34,160,Silver
benjamin hanley,2021-08-21 16:00:00,Le Mans,wec,LMP2,1629,-86,134,568,Gold
charles milesi,2021-08-21 16:00:00,Le Mans,wec,LMP2,1773,1,101,290,Platinum
dennis andersen,2021-08-21 16:00:00,Le Mans,wec,LMP2,1214,-5,88,333,Bronze
esteban garcia,2021-08-21 16:00:00,Le Mans,wec,LMP2,1087,253,90,321,Bronze
fabio scherer,2021-08-21 16:00:00,Le Mans,wec,LMP2,1767,47,100,193,Gold
felipe nasr,2021-08-21 16:00:00,Le Mans,wec,LMP2,1657,34,80,131,Platinum
ferdinand habsburg,2021-08-21 16:00:00,Le Mans,wec,LMP2,1687,-161,118,457,Gold
filipe albuquerque,2021-08-21 16:00:00,Le Mans,wec,LMP2,1828,-34,98,280,Platinum
franco colapinto,2021-08-21 16:00:00,Le Mans,wec,LMP2,1679,-6,99,351,Silver
frits van eerd,2021-08-21 16:00:00,Le Mans,wec,LMP2,1178,136,87,396,Bronze
gabriel aubry,2021-08-21 16:00:00,Le Mans,wec,LMP2,1685,-11,88,778,Gold
giedo van der garde,2021-08-21 16:00:00,Le Mans,wec,LMP2,1732,-167,133,379,Platinum
guillermo rojas,2021-08-21 16:00:00,Le Mans,wec,LMP2,1488,0,96,96,Gold
henrik hedman,2021-08-21 16:00:00,Le Mans,wec,LMP2,1082,231,98,393,Bronze
jakub smiechowski,2021-08-21 16:00:00,Le Mans,wec,LMP2,1475,80,94,269,Silver
james allen,2021-08-21 16:00:00,Le Mans,wec,LMP2,1561,-69,102,213,Gold
james winslow,2021-08-21 16:00:00,Le Mans,wec,LMP2,1295,0,112,112,Silver
jan magnussen,2021-08-21 16:00:00,Le Mans,wec,LMP2,1397,-138,112,296,Gold
job van uitert,2021-08-21 16:00:00,Le Mans,wec,LMP2,1680,-15,133,412,Gold
john corbett,2021-08-21 16:00:00,Le Mans,wec,LMP2,1161,0,126,126,Bronze
john falb,2021-08-21 16:00:00,Le Mans,wec,LMP2,1364,10,34,182,Bronze
jonathan aberdein,2021-08-21 16:00:00,Le Mans,wec,LMP2,1611,-30,11,139,Gold
juan pablo montoya,2021-08-21 16:00:00,Le Mans,wec,LMP2,1603,47,123,361,Platinum
julien canal,2021-08-21 16:00:00,Le Mans,wec,LMP2,1535,-81,101,303,Silver
kevin magnussen,2021-08-21 16:00:00,Le Mans,wec,LMP2,1536,0,116,116,Platinum
loic duval,2021-08-21 16:00:00,Le Mans,wec,LMP2,1580,-100,114,307,Platinum
louis deletraz,2021-08-21 16:00:00,Le Mans,wec,LMP2,1642,-15,119,388,Gold
manuel maldonado,2021-08-21 16:00:00,Le Mans,wec,LMP2,1611,39,26,201,Silver
marco sorensen,2021-08-21 16:00:00,Le Mans,wec,LMP2,1588,0,115,115,Platinum
matej konopka,2021-08-21 16:00:00,Le Mans,wec,LMP2,1297,188,118,168,Silver
maxime robin,2021-08-21 16:00:00,Le Mans,wec,LMP2,1252,127,88,288,Silver
miroslav konopka,2021-08-21 16:00:00,Le Mans,wec,LMP2,1022,176,93,261,Bronze
nick de vries,2021-08-21 16:00:00,Le Mans,wec,LMP2,1888,-55,135,454,Platinum
nicolas jamin,2021-08-21 16:00:00,Le Mans,wec,LMP2,1653,-146,38,151,Gold
norman nato,2021-08-21 16:00:00,Le Mans,wec,LMP2,1565,-113,151,400,Gold
oliver jarvis,2021-08-21 16:00:00,Le Mans,wec,LMP2,1781,227,103,171,Platinum
oliver webb,2021-08-21 16:00:00,Le Mans,wec,LMP2,1528,280,127,278,Gold
patrick kelly,2021-08-21 16:00:00,Le Mans,wec,LMP2,1274,-41,58,185,Bronze
patrick pilet,2021-08-21 16:00:00,Le Mans,wec,LMP2,1673,-45,135,252,Platinum
paul di resta,2021-08-21 16:00:00,Le Mans,wec,LMP2,1772,-93,135,254,Platinum
paul lafargue,2021-08-21 16:00:00,Le Mans,wec,LMP2,1371,-63,93,299,Silver
paul loup chatin,2021-08-21 16:00:00,Le Mans,wec,LMP2,1738,-126,131,663,Gold
philip hanson,2021-08-21 16:00:00,Le Mans,wec,LMP2,1695,-214,128,489,Gold
rene binder,2021-08-21 16:00:00,Le Mans,wec,LMP2,1582,-29,132,368,Gold
renger van der zande,2021-08-21 16:00:00,Le Mans,wec,LMP2,1780,180,120,219,Platinum
ricky taylor,2021-08-21 16:00:00,Le Mans,wec,LMP2,1506,0,147,147,Platinum
robert kubica,2021-08-21 16:00:00,Le Mans,wec,LMP2,1753,-73,101,243,Platinum
roberto gonzalez,2021-08-21 16:00:00,Le Mans,wec,LMP2,1560,108,99,273,Silver
roberto merhi,2021-08-21 16:00:00,Le Mans,wec,LMP2,1585,-22,48,262,Platinum
robin frijns,2021-08-21 16:00:00,Le Mans,wec,LMP2,1668,-147,144,390,Platinum
roman rusinov,2021-08-21 16:00:00,Le Mans,wec,LMP2,1661,-72,122,275,Gold
rui andrade,2021-08-21 16:00:00,Le Mans,wec,LMP2,1495,-12,25,303,Silver
ryan cullen,2021-08-21 16:00:00,Le Mans,wec,LMP2,1576,282,88,165,Silver
sean gelael,2021-08-21 16:00:00,Le Mans,wec,LMP2,1673,96,120,389,Silver
simon trummer,2021-08-21 16:00:00,Le Mans,wec,LMP2,1583,80,108,177,Gold
sophia floersch,2021-08-21 16:00:00,Le Mans,wec,LMP2,1397,1,8,285,Silver
stoffel vandoorne,2021-08-21 16:00:00,Le Mans,wec,LMP2,1732,17,104,330,Platinum
tatiana calderon,2021-08-21 16:00:00,Le Mans,wec,LMP2,1430,98,32,275,Silver
tom blomqvist,2021-08-21 16:00:00,Le Mans,wec,LMP2,1865,36,138,377,Platinum
tom cloet,2021-08-21 16:00:00,Le Mans,wec,LMP2,1182,0,98,98,Bronze
tristan gommendy,2021-08-21 16:00:00,Le Mans,wec,LMP2,1635,-79,128,302,Platinum
vincent capillaire,2021-08-21 16:00:00,Le Mans,wec,LMP2,1448,81,130,307,Silver
wayne boyd,2021-08-21 16:00:00,Le Mans,wec,LMP2,1579,86,100,384,Gold
william stevens,2021-08-21 16:00:00,Le Mans,wec,LMP2,1764,60,159,355,Platinum
yifei ye,2021-08-21 16:00:00,Le Mans,wec,LMP2,1815,-122,142,359,Gold
ben keating,2021-09-12 13:10:00,Laguna Seca,imsa,LMP2,1411,20,30,387,Bronze
dwight merriman,2021-09-12 13:10:00,Laguna Seca,imsa,LMP2,980,26,31,516,Bronze
gabriel aubry,2021-09-12 13:10:00,Laguna Seca,imsa,LMP2,1677,-9,86,864,Gold
john farano,2021-09-12 13:10:00,Laguna Seca,imsa,LMP2,1149,-57,29,385,Bronze
mikkel jensen,2021-09-12 13:10:00,Laguna Seca,imsa,LMP2,1763,-7,85,594,Silver
ryan dalziel,2021-09-12 13:10:00,Laguna Seca,imsa,LMP2,1586,18,84,685,Gold
steven thomas,2021-09-12 13:10:00,Laguna Seca,imsa,LMP2,1313,-2,30,456,Bronze
tristan nunez,2021-09-12 13:10:00,Laguna Seca,imsa,LMP2,1661,-15,85,441,Gold
alexandre coigny,2021-09-19 11:00:00,Spa,elms,LMP2,947,16,23,213,Bronze
charles milesi,2021-09-19 11:00:00,Spa,elms,LMP2,1812,39,36,326,Platinum
diego menchaca,2021-09-19 11:00:00,Spa,elms,LMP2,1485,1,3,208,Silver
francesco dracone,2021-09-19 11:00:00,Spa,elms,LMP2,1116,72,16,158,Silver
gustavo menezes,2021-09-19 11:00:00,Spa,elms,LMP2,1536,104,43,149,Platinum
james allen,2021-09-19 11:00:00,Spa,elms,LMP2,1573,12,42,255,Gold
jean-baptiste lahaye,2021-09-19 11:00:00,Spa,elms,LMP2,1570,2,55,276,Silver
job van uitert,2021-09-19 11:00:00,Spa,elms,LMP2,1657,-24,21,433,Gold
john falb,2021-09-19 11:00:00,Spa,elms,LMP2,1359,-6,16,198,Bronze
jonathan aberdein,2021-09-19 11:00:00,Spa,elms,LMP2,1661,51,19,158,Gold
julien canal,2021-09-19 11:00:00,Spa,elms,LMP2,1555,20,36,339,Silver
louis deletraz,2021-09-19 11:00:00,Spa,elms,LMP2,1647,5,21,409,Gold
manuel maldonado,2021-09-19 11:00:00,Spa,elms,LMP2,1543,-69,41,242,Silver
markus pommer,2021-09-19 11:00:00,Spa,elms,LMP2,1232,-63,41,247,Silver
matthieu lahaye,2021-09-19 11:00:00,Spa,elms,LMP2,1397,-119,43,245,Silver
memo rojas,2021-09-19 11:00:00,Spa,elms,LMP2,1608,-35,16,144,Silver
nicolas jamin,2021-09-19 11:00:00,Spa,elms,LMP2,1673,20,37,188,Gold
nicolas lapierre,2021-09-19 11:00:00,Spa,elms,LMP2,1669,86,40,371,Platinum
patrick pilet,2021-09-19 11:00:00,Spa,elms,LMP2,1730,57,36,288,Platinum
paul lafargue,2021-09-19 11:00:00,Spa,elms,LMP2,1341,-30,31,330,Silver
paul loup chatin,2021-09-19 11:00:00,Spa,elms,LMP2,1762,24,32,695,Gold
philip hanson,2021-09-19 11:00:00,Spa,elms,LMP2,1658,-37,37,526,Gold
rene binder,2021-09-19 11:00:00,Spa,elms,LMP2,1574,-8,41,409,Gold
richard bradley,2021-09-19 11:00:00,Spa,elms,LMP2,1491,48,16,195,Gold
robert kubica,2021-09-19 11:00:00,Spa,elms,LMP2,1761,8,38,281,Platinum
roman rusinov,2021-09-19 11:00:00,Spa,elms,LMP2,1649,-13,1,276,Gold
rui andrade,2021-09-19 11:00:00,Spa,elms,LMP2,1443,-53,40,343,Silver
salih yoluc,2021-09-19 11:00:00,Spa,elms,LMP2,1258,-48,13,381,Silver
sergio campana,2021-09-19 11:00:00,Spa,elms,LMP2,1509,-72,41,223,Gold
tom gamble,2021-09-19 11:00:00,Spa,elms,LMP2,1815,0,43,266,Gold
tristan gommendy,2021-09-19 11:00:00,Spa,elms,LMP2,1663,28,42,344,Platinum
william stevens,2021-09-19 11:00:00,Spa,elms,LMP2,1784,19,21,376,Platinum
yifei ye,2021-09-19 11:00:00,Spa,elms,LMP2,1813,-2,40,399,Gold
alexandre coigny,2021-10-24 13:00:00,Portimao,elms,LMP2,984,36,29,242,Bronze
arnold robin,2021-10-24 13:00:00,Portimao,elms,LMP2,1210,-68,27,310,Bronze
charles milesi,2021-10-24 13:00:00,Portimao,elms,LMP2,1824,12,72,398,Platinum
ferdinand habsburg,2021-10-24 13:00:00,Portimao,elms,LMP2,1730,43,52,509,Gold
francesco dracone,2021-10-24 13:00:00,Portimao,elms,LMP2,1123,8,24,182,Silver
franco colapinto,2021-10-24 13:00:00,Portimao,elms,LMP2,1635,-44,60,411,Silver
gianluca giraudi,2021-10-24 13:00:00,Portimao,elms,LMP2,1133,0,23,23,Bronze
gustavo menezes,2021-10-24 13:00:00,Portimao,elms,LMP2,1665,129,43,192,Platinum
james allen,2021-10-24 13:00:00,Portimao,elms,LMP2,1588,15,29,284,Gold
jean-baptiste lahaye,2021-10-24 13:00:00,Portimao,elms,LMP2,1534,-35,58,334,Silver
job van uitert,2021-10-24 13:00:00,Portimao,elms,LMP2,1695,39,25,458,Gold
john falb,2021-10-24 13:00:00,Portimao,elms,LMP2,1349,-9,27,225,Bronze
jonathan aberdein,2021-10-24 13:00:00,Portimao,elms,LMP2,1699,38,29,187,Gold
julien canal,2021-10-24 13:00:00,Portimao,elms,LMP2,1618,63,58,397,Silver
louis deletraz,2021-10-24 13:00:00,Portimao,elms,LMP2,1629,-18,43,452,Gold
manuel maldonado,2021-10-24 13:00:00,Portimao,elms,LMP2,1592,49,57,299,Silver
markus pommer,2021-10-24 13:00:00,Portimao,elms,LMP2,1296,64,48,295,Silver
matthieu lahaye,2021-10-24 13:00:00,Portimao,elms,LMP2,1317,-80,46,291,Silver
maxime robin,2021-10-24 13:00:00,Portimao,elms,LMP2,1260,8,22,310,Silver
memo rojas,2021-10-24 13:00:00,Portimao,elms,LMP2,1463,-145,17,161,Silver
nick de vries,2021-10-24 13:00:00,Portimao,elms,LMP2,1872,-15,39,493,Platinum
nicolas jamin,2021-10-24 13:00:00,Portimao,elms,LMP2,1691,18,45,233,Gold
nicolas lapierre,2021-10-24 13:00:00,Portimao,elms,LMP2,1732,63,28,399,Platinum
patrick pilet,2021-10-24 13:00:00,Portimao,elms,LMP2,1672,-59,56,344,Platinum
paul lafargue,2021-10-24 13:00:00,Portimao,elms,LMP2,1366,25,44,374,Silver
paul loup chatin,2021-10-24 13:00:00,Portimao,elms,LMP2,1736,-26,28,723,Gold
philip hanson,2021-10-24 13:00:00,Portimao,elms,LMP2,1690,32,30,556,Gold
richard bradley,2021-10-24 13:00:00,Portimao,elms,LMP2,1595,104,28,223,Gold
robert kubica,2021-10-24 13:00:00,Portimao,elms,LMP2,1776,15,30,311,Platinum
roman rusinov,2021-10-24 13:00:00,Portimao,elms,LMP2,1687,39,30,306,Gold
rui andrade,2021-10-24 13:00:00,Portimao,elms,LMP2,1426,-17,58,401,Silver
sergio campana,2021-10-24 13:00:00,Portimao,elms,LMP2,1429,-81,55,278,Gold
sophia floersch,2021-10-24 13:00:00,Portimao,elms,LMP2,1512,116,49,334,Silver
tom gamble,2021-10-24 13:00:00,Portimao,elms,LMP2,1791,-24,70,336,Gold
vincent capillaire,2021-10-24 13:00:00,Portimao,elms,LMP2,1221,-227,77,384,Silver
william stevens,2021-10-24 13:00:00,Portimao,elms,LMP2,1823,40,42,418,Platinum
yifei ye,2021-10-24 13:00:00,Portimao,elms,LMP2,1844,30,56,455,Gold
alex brundle,2021-10-30 11:00:00,Bahrain,wec,LMP2,1675,15,76,512,Gold
anders fjordbach,2021-10-30 11:00:00,Bahrain,wec,LMP2,1338,-128,39,419,Silver
anthony davidson,2021-10-30 11:00:00,Bahrain,wec,LMP2,1817,82,40,334,Platinum
antonio felix da costa,2021-10-30 11:00:00,Bahrain,wec,LMP2,1907,55,93,463,Platinum
beitske visser,2021-10-30 11:00:00,Bahrain,wec,LMP2,1252,15,47,207,Silver
benjamin hanley,2021-10-30 11:00:00,Bahrain,wec,LMP2,1545,-84,79,647,Gold
